0,VIDE,0,0,1,0.000000,0
336465782,BERNARD VILLON,2,1,1,7.200000,608413784
861021530,ALICE MALLE,2,1,1,7.200000,608413784
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
278722862,JEAN-MICHEL DARMANGEAT,1,1,1,29.049999,1804289383
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,2,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
0,VIDE,0,0,1,0.000000,0
